Wage_Date,"Agriculture, forestry and fishing",Mining,Manufacturing,"Electricity, gas, water and waste management",Construction,"Wholesale and retail trade, accommodation and food services","Transport, communications and information services",Financial intermediation,Real estate and housing services,Business services,Personal services,Public administration,"Unemployment from Agriculture, forestry and fishing",Unemployment from Mining,Unemployment from Manufacturing,"Unemployment from Electricity, gas, water and waste management",Unemployment from Construction,"Unemployment from Wholesale and retail trade, accommodation and food services","Unemployment from Transport, communications and information services",Unemployment from Financial intermediation,Unemployment from Real estate and housing services,Unemployment from Business services,Unemployment from Personal services,Unemployment from Public administration,State_From
2011-12-01,2,11532,6,2,21,3,7,18,1,21,7,1,0,181,0,0,0,0,0,0,0,0,0,0,Mining
2011-12-01,83,18,56318,5,142,107,33,89,6,107,56,4,0,0,2951,0,0,0,0,0,0,0,0,0,Manufacturing
2011-12-01,3,3,6,4850,15,1,5,11,0,3,3,0,0,0,0,96,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2011-12-01,82,31,129,20,61158,92,52,132,21,300,96,3,0,0,0,0,5786,0,0,0,0,0,0,0,Construction
2011-12-01,86,27,105,6,108,98504,81,193,11,195,114,13,0,0,0,0,0,5322,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2011-12-01,22,9,26,3,88,69,49586,110,3,99,58,2,0,0,0,0,0,0,1795,0,0,0,0,0,"Transport, communications and information services"
2011-12-01,32,17,90,6,69,149,95,20797,17,149,142,5,0,0,0,0,0,0,0,517,0,0,0,0,Financial intermediation
2011-12-01,2,2,5,0,17,11,4,10,4511,12,12,3,0,0,0,0,0,0,0,0,134,0,0,0,Real estate and housing services
2011-12-01,65,55,152,15,256,243,170,389,18,71955,162,2,0,0,0,0,0,0,0,0,0,3708,0,0,Business services
2011-12-01,50,13,65,6,110,137,64,153,19,176,74400,13,0,0,0,0,0,0,0,0,0,0,2671,0,Personal services
2011-12-01,2,0,0,0,9,7,4,3,0,5,14,6884,0,0,0,0,0,0,0,0,0,0,0,164,Public administration
2011-12-01,3173,14,102,9,195,242,79,44,11,121,63,13,20109,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2011-12-01,4,77,8,0,35,16,14,2,0,19,8,2,0,1300,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2011-12-01,223,12,1174,7,299,288,107,36,9,241,99,10,0,0,16236,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2011-12-01,8,1,9,34,32,9,6,2,2,14,7,1,0,0,0,861,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2011-12-01,304,43,278,26,4353,281,163,39,21,514,194,26,0,0,0,0,31141,0,0,0,0,0,0,0,Unemployment from Construction
2011-12-01,376,31,234,7,313,3512,170,95,21,487,214,35,0,0,0,0,0,35487,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2011-12-01,88,19,80,5,165,180,1175,28,3,217,91,8,0,0,0,0,0,0,13629,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2011-12-01,31,2,28,0,46,90,31,233,2,107,52,2,0,0,0,0,0,0,0,6044,0,0,0,0,Unemployment from Financial intermediation
2011-12-01,5,2,6,0,22,26,6,5,69,26,12,2,0,0,0,0,0,0,0,0,1554,0,0,0,Unemployment from Real estate and housing services
2011-12-01,169,26,188,21,477,488,216,100,15,2115,261,12,0,0,0,0,0,0,0,0,0,26831,0,0,Unemployment from Business services
2011-12-01,97,7,96,2,213,268,90,57,16,326,1745,19,0,0,0,0,0,0,0,0,0,0,26304,0,Unemployment from Personal services
2011-12-01,22,0,7,3,32,11,3,3,1,17,17,214,0,0,0,0,0,0,0,0,0,0,0,2904,Unemployment from Public administration
2011-12-01,384,79,491,40,600,1190,412,144,42,867,707,46,122,5,62,2,102,152,49,25,4,124,112,4,Entry
2012-01-01,32417,1,89,6,95,176,62,38,1,56,33,1,5373,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-01-01,4,8861,9,0,25,8,6,27,3,20,10,0,0,3045,0,0,0,0,0,0,0,0,0,0,Mining
2012-01-01,55,19,54051,3,165,113,38,108,5,126,65,2,0,0,4845,0,0,0,0,0,0,0,0,0,Manufacturing
2012-01-01,2,1,7,4391,19,2,5,11,0,19,6,1,0,0,0,604,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-01-01,53,54,207,22,58626,115,71,134,26,417,133,10,0,0,0,0,8914,0,0,0,0,0,0,0,Construction
2012-01-01,100,46,228,3,123,95720,124,196,9,409,141,10,0,0,0,0,0,8797,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-01-01,39,10,57,11,90,82,47833,123,5,164,72,0,0,0,0,0,0,0,4067,0,0,0,0,0,"Transport, communications and information services"
2012-01-01,33,21,84,6,109,169,108,18549,21,155,133,4,0,0,0,0,0,0,0,3330,0,0,0,0,Financial intermediation
2012-01-01,5,3,6,1,14,63,3,9,4215,23,24,1,0,0,0,0,0,0,0,0,447,0,0,0,Real estate and housing services
2012-01-01,129,51,154,25,368,259,186,247,18,68193,238,12,0,0,0,0,0,0,0,0,0,8222,0,0,Business services
2012-01-01,56,14,95,5,135,157,102,157,17,299,71254,18,0,0,0,0,0,0,0,0,0,0,6198,0,Personal services
2012-01-01,7,2,2,0,11,7,3,2,1,9,43,6641,0,0,0,0,0,0,0,0,0,0,0,581,Public administration
2012-01-01,2288,14,135,7,206,165,57,21,6,104,64,6,19746,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-01-01,6,77,11,2,38,13,15,2,0,28,3,2,0,1289,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-01-01,155,12,1736,4,277,251,88,25,12,224,80,9,0,0,16362,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-01-01,2,3,5,41,23,7,7,0,0,12,6,1,0,0,0,851,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-01-01,221,24,260,20,4050,231,166,39,21,494,191,32,0,0,0,0,31252,0,0,0,0,0,0,0,Unemployment from Construction
2012-01-01,212,19,245,12,282,3610,196,70,24,423,210,12,0,0,0,0,0,35630,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-01-01,63,13,74,12,154,151,1034,30,6,208,89,3,0,0,0,0,0,0,13626,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-01-01,20,4,33,2,35,57,43,176,8,85,53,4,0,0,0,0,0,0,0,6061,0,0,0,0,Unemployment from Financial intermediation
2012-01-01,8,2,7,0,16,22,7,5,53,25,12,1,0,0,0,0,0,0,0,0,1531,0,0,0,Unemployment from Real estate and housing services
2012-01-01,110,32,192,12,444,343,213,103,26,1876,274,17,0,0,0,0,0,0,0,0,0,27004,0,0,Unemployment from Business services
2012-01-01,88,9,102,10,161,258,104,50,15,337,1266,18,0,0,0,0,0,0,0,0,0,0,26652,0,Unemployment from Personal services
2012-01-01,14,0,3,0,26,12,11,1,1,19,17,140,0,0,0,0,0,0,0,0,0,0,0,2825,Unemployment from Public administration
2012-01-01,447,55,452,28,489,1183,410,145,41,771,679,52,316,20,73,1,145,319,69,32,9,217,187,12,Entry
2012-02-01,31901,4,54,3,73,69,29,51,2,134,41,4,4127,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-02-01,4,8584,3,0,33,7,7,16,2,32,4,1,0,650,0,0,0,0,0,0,0,0,0,0,Mining
2012-02-01,77,14,54635,5,133,162,37,98,3,118,59,2,0,0,2875,0,0,0,0,0,0,0,0,0,Manufacturing
2012-02-01,3,0,6,4335,26,5,5,10,1,6,0,1,0,0,0,221,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-02-01,41,57,122,23,58133,100,82,134,20,282,130,3,0,0,0,0,6796,0,0,0,0,0,0,0,Construction
2012-02-01,72,26,113,6,117,96625,91,171,5,388,122,7,0,0,0,0,0,5377,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-02-01,23,17,49,8,103,78,48025,104,6,104,66,1,0,0,0,0,0,0,2276,0,0,0,0,0,"Transport, communications and information services"
2012-02-01,32,21,101,10,121,160,89,18009,8,175,123,5,0,0,0,0,0,0,0,1409,0,0,0,0,Financial intermediation
2012-02-01,1,3,3,1,20,9,1,8,4224,9,8,0,0,0,0,0,0,0,0,0,245,0,0,0,Real estate and housing services
2012-02-01,62,52,133,18,276,227,174,201,5,68220,368,3,0,0,0,0,0,0,0,0,0,4712,0,0,Business services
2012-02-01,46,19,71,5,117,132,71,137,9,236,71000,10,0,0,0,0,0,0,0,0,0,0,3201,0,Personal services
2012-02-01,3,0,2,2,6,6,1,9,1,3,11,6668,0,0,0,0,0,0,0,0,0,0,0,280,Public administration
2012-02-01,2921,5,154,5,276,223,78,17,1,141,62,11,21520,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-02-01,3,941,8,1,39,25,17,2,3,25,7,0,0,3278,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-02-01,160,14,1778,5,336,259,91,40,12,233,92,6,0,0,18242,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-02-01,3,1,8,115,29,8,6,2,0,18,7,1,0,0,0,1256,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-02-01,225,46,295,28,5170,250,185,37,33,551,207,20,0,0,0,0,33240,0,0,0,0,0,0,0,Unemployment from Construction
2012-02-01,203,30,261,16,335,3325,206,78,16,454,262,5,0,0,0,0,0,39535,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-02-01,67,17,88,10,181,166,1457,36,5,229,69,8,0,0,0,0,0,0,15410,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-02-01,39,3,28,4,52,71,41,559,2,76,47,0,0,0,0,0,0,0,0,8499,0,0,0,0,Unemployment from Financial intermediation
2012-02-01,4,1,11,2,30,24,2,4,79,25,16,1,0,0,0,0,0,0,0,0,1786,0,0,0,Unemployment from Real estate and housing services
2012-02-01,127,36,215,18,581,426,215,96,10,2570,336,16,0,0,0,0,0,0,0,0,0,30779,0,0,Unemployment from Business services
2012-02-01,87,8,114,8,236,223,102,45,10,353,1499,9,0,0,0,0,0,0,0,0,0,0,30317,0,Unemployment from Personal services
2012-02-01,13,1,11,1,25,17,7,4,1,21,16,150,0,0,0,0,0,0,0,0,0,0,0,3149,Unemployment from Public administration
2012-02-01,429,67,519,41,548,1203,452,167,36,876,789,101,224,11,76,4,113,189,40,37,10,130,99,8,Entry
2012-03-01,32244,5,97,3,88,102,40,64,3,59,62,7,3741,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-03-01,2,8769,11,0,22,11,5,16,0,20,6,0,0,1099,0,0,0,0,0,0,0,0,0,0,Mining
2012-03-01,52,18,54421,6,147,751,50,96,5,128,96,4,0,0,2982,0,0,0,0,0,0,0,0,0,Manufacturing
2012-03-01,2,1,5,4329,22,4,3,9,0,6,7,1,0,0,0,279,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-03-01,58,36,132,17,59712,99,65,140,14,288,112,10,0,0,0,0,6252,0,0,0,0,0,0,0,Construction
2012-03-01,56,21,318,5,143,96512,78,181,15,203,231,10,0,0,0,0,0,6002,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-03-01,22,14,45,5,78,100,48447,109,6,152,88,5,0,0,0,0,0,0,2373,0,0,0,0,0,"Transport, communications and information services"
2012-03-01,34,14,110,10,122,157,105,18047,7,176,146,6,0,0,0,0,0,0,0,1093,0,0,0,0,Financial intermediation
2012-03-01,0,3,6,0,26,12,4,6,4168,28,26,0,0,0,0,0,0,0,0,0,212,0,0,0,Real estate and housing services
2012-03-01,50,52,198,15,326,318,273,214,11,68477,252,14,0,0,0,0,0,0,0,0,0,5053,0,0,Business services
2012-03-01,62,9,91,1,145,163,80,182,22,267,69583,98,0,0,0,0,0,0,0,0,0,0,4585,0,Personal services
2012-03-01,2,1,3,2,7,17,3,7,0,17,47,6406,0,0,0,0,0,0,0,0,0,0,0,518,Public administration
2012-03-01,2839,14,242,7,239,263,94,23,6,159,120,10,21842,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-03-01,4,537,11,3,33,24,14,12,1,25,13,0,0,3259,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-03-01,143,12,1662,13,376,334,94,26,5,254,151,6,0,0,18105,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-03-01,6,0,15,120,35,11,9,1,2,14,9,2,0,0,0,1257,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-03-01,165,56,327,23,5227,290,148,29,26,562,227,20,0,0,0,0,33022,0,0,0,0,0,0,0,Unemployment from Construction
2012-03-01,176,15,355,11,366,3682,194,72,16,472,403,26,0,0,0,0,0,39298,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-03-01,52,15,89,11,192,193,1370,44,9,213,126,1,0,0,0,0,0,0,15402,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-03-01,39,6,41,4,69,72,36,877,8,92,116,0,0,0,0,0,0,0,0,8583,0,0,0,0,Unemployment from Financial intermediation
2012-03-01,5,0,10,0,27,26,7,2,115,28,23,0,0,0,0,0,0,0,0,0,1797,0,0,0,Unemployment from Real estate and housing services
2012-03-01,122,35,255,18,534,487,218,82,26,2510,463,23,0,0,0,0,0,0,0,0,0,30823,0,0,Unemployment from Business services
2012-03-01,77,10,116,7,219,287,104,57,21,361,3918,50,0,0,0,0,0,0,0,0,0,0,28371,0,Unemployment from Personal services
2012-03-01,9,0,12,1,24,20,7,2,3,16,53,241,0,0,0,0,0,0,0,0,0,0,0,3046,Unemployment from Public administration
2012-03-01,302,88,463,31,586,1067,418,136,35,811,608,44,166,2,78,8,150,209,47,34,8,194,113,9,Entry
2012-04-01,31159,10,96,2,84,86,20,45,5,56,39,4,4880,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-04-01,0,8513,8,0,35,9,12,22,0,26,3,0,0,1102,0,0,0,0,0,0,0,0,0,0,Mining
2012-04-01,49,21,55147,7,187,158,52,95,1,124,79,2,0,0,3097,0,0,0,0,0,0,0,0,0,Manufacturing
2012-04-01,1,2,8,4386,22,7,4,11,0,9,9,1,0,0,0,178,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-04-01,35,74,120,12,61095,76,70,124,21,260,110,1,0,0,0,0,6710,0,0,0,0,0,0,0,Construction
2012-04-01,36,24,207,5,114,98577,91,140,17,208,151,7,0,0,0,0,0,5378,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-04-01,22,15,52,6,89,98,48694,101,1,199,77,5,0,0,0,0,0,0,2472,0,0,0,0,0,"Transport, communications and information services"
2012-04-01,41,23,96,6,127,172,105,18339,12,174,163,3,0,0,0,0,0,0,0,1165,0,0,0,0,Financial intermediation
2012-04-01,3,1,4,0,24,10,5,16,4215,10,11,0,0,0,0,0,0,0,0,0,218,0,0,0,Real estate and housing services
2012-04-01,46,56,177,13,375,241,275,160,15,68597,238,6,0,0,0,0,0,0,0,0,0,5107,0,0,Business services
2012-04-01,40,15,101,8,130,170,87,170,18,191,72690,26,0,0,0,0,0,0,0,0,0,0,3197,0,Personal services
2012-04-01,2,0,7,1,10,18,2,6,0,8,24,6656,0,0,0,0,0,0,0,0,0,0,0,246,Public administration
2012-04-01,1747,11,178,9,226,245,71,19,5,142,87,22,22979,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-04-01,5,917,17,4,40,15,16,5,1,27,11,0,0,3297,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-04-01,104,10,1614,9,330,299,93,28,8,238,98,6,0,0,18317,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-04-01,2,2,10,146,27,17,9,1,0,20,6,2,0,0,0,1302,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-04-01,142,51,275,24,4670,286,157,37,23,477,154,16,0,0,0,0,33093,0,0,0,0,0,0,0,Unemployment from Construction
2012-04-01,119,26,291,12,327,3565,179,66,21,486,327,37,0,0,0,0,0,40034,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-04-01,36,11,105,8,180,197,1424,41,3,213,112,3,0,0,0,0,0,0,15478,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-04-01,12,3,43,0,58,92,50,643,6,95,69,1,0,0,0,0,0,0,0,8631,0,0,0,0,Unemployment from Financial intermediation
2012-04-01,1,0,9,2,25,24,7,6,105,27,15,1,0,0,0,0,0,0,0,0,1793,0,0,0,Unemployment from Real estate and housing services
2012-04-01,66,31,262,16,558,501,235,112,23,2559,375,26,0,0,0,0,0,0,0,0,0,31290,0,0,Unemployment from Business services
2012-04-01,41,12,113,3,225,287,108,55,19,347,2284,67,0,0,0,0,0,0,0,0,0,0,29484,0,Unemployment from Personal services
2012-04-01,7,1,13,1,32,24,2,4,2,23,35,274,0,0,0,0,0,0,0,0,0,0,0,3151,Unemployment from Public administration
2012-04-01,295,67,632,45,629,1455,453,168,50,870,1799,150,120,6,85,1,146,191,44,53,10,155,136,3,Entry
2012-05-01,28347,1,42,1,60,67,17,52,2,45,38,1,5309,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-05-01,2,8831,5,0,25,12,11,32,4,21,6,0,0,941,0,0,0,0,0,0,0,0,0,0,Mining
2012-05-01,44,11,55805,5,170,191,52,106,7,149,75,4,0,0,2945,0,0,0,0,0,0,0,0,0,Manufacturing
2012-05-01,2,2,2,4385,8,9,6,7,0,18,8,2,0,0,0,274,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-05-01,31,42,141,21,62334,91,54,132,19,241,119,2,0,0,0,0,6342,0,0,0,0,0,0,0,Construction
2012-05-01,53,21,138,3,131,100482,81,197,13,189,147,2,0,0,0,0,0,5130,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-05-01,23,14,42,17,73,86,49264,108,4,135,86,1,0,0,0,0,0,0,2338,0,0,0,0,0,"Transport, communications and information services"
2012-05-01,38,21,94,5,112,136,85,18642,12,132,139,3,0,0,0,0,0,0,0,991,0,0,0,0,Financial intermediation
2012-05-01,5,1,2,0,38,9,3,9,4233,15,12,2,0,0,0,0,0,0,0,0,239,0,0,0,Real estate and housing services
2012-05-01,32,43,134,16,280,229,356,195,14,69230,339,14,0,0,0,0,0,0,0,0,0,4460,0,0,Business services
2012-05-01,33,8,82,4,123,132,87,200,6,262,75112,18,0,0,0,0,0,0,0,0,0,0,2850,0,Personal services
2012-05-01,0,0,1,0,2,8,2,1,0,17,19,7017,0,0,0,0,0,0,0,0,0,0,0,245,Public administration
2012-05-01,2000,10,154,7,272,242,64,25,5,138,76,9,24963,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-05-01,4,854,10,1,25,14,13,10,2,16,9,0,0,3441,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-05-01,84,8,1380,10,339,278,73,19,8,228,113,5,0,0,18938,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-05-01,4,1,7,84,35,11,8,5,1,13,2,2,0,0,0,1308,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-05-01,109,42,310,23,4564,242,140,42,22,439,167,12,0,0,0,0,33813,0,0,0,0,0,0,0,Unemployment from Construction
2012-05-01,102,18,269,9,312,2942,181,96,19,447,250,17,0,0,0,0,0,40914,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-05-01,47,11,84,7,166,180,1278,23,3,189,82,6,0,0,0,0,0,0,15911,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-05-01,18,6,32,4,48,77,41,578,8,92,74,5,0,0,0,0,0,0,0,8862,0,0,0,0,Unemployment from Financial intermediation
2012-05-01,6,0,9,0,34,20,8,6,60,20,10,3,0,0,0,0,0,0,0,0,1844,0,0,0,Unemployment from Real estate and housing services
2012-05-01,75,28,264,15,540,494,221,108,10,2284,316,15,0,0,0,0,0,0,0,0,0,32167,0,0,Unemployment from Business services
2012-05-01,35,6,93,8,226,223,107,70,16,301,1618,30,0,0,0,0,0,0,0,0,0,0,30060,0,Unemployment from Personal services
2012-05-01,11,0,7,2,30,20,6,2,0,15,37,148,0,0,0,0,0,0,0,0,0,0,0,3122,Unemployment from Public administration
2012-05-01,234,66,523,37,591,1226,425,182,45,850,1120,176,69,6,87,3,107,216,52,30,3,138,126,10,Entry
2012-06-01,27619,6,45,3,32,42,18,54,5,43,21,0,3425,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-06-01,0,9312,8,0,23,22,13,32,0,33,10,0,0,589,0,0,0,0,0,0,0,0,0,0,Mining
2012-06-01,47,11,55938,7,149,141,39,122,1,125,61,2,0,0,2965,0,0,0,0,0,0,0,0,0,Manufacturing
2012-06-01,2,4,6,4408,17,7,9,5,1,5,5,0,0,0,0,192,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-06-01,33,38,121,19,62673,97,54,123,20,263,107,7,0,0,0,0,6924,0,0,0,0,0,0,0,Construction
2012-06-01,58,19,125,3,126,101161,99,191,18,182,139,9,0,0,0,0,0,5240,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-06-01,14,21,42,7,91,75,49717,117,4,149,56,2,0,0,0,0,0,0,2257,0,0,0,0,0,"Transport, communications and information services"
2012-06-01,37,32,87,5,114,182,102,18899,10,162,181,2,0,0,0,0,0,0,0,1027,0,0,0,0,Financial intermediation
2012-06-01,2,19,5,0,65,14,12,14,4152,31,17,0,0,0,0,0,0,0,0,0,181,0,0,0,Real estate and housing services
2012-06-01,27,45,174,21,270,284,150,211,13,69410,235,9,0,0,0,0,0,0,0,0,0,4597,0,0,Business services
2012-06-01,24,10,82,19,126,164,100,199,8,182,76129,15,0,0,0,0,0,0,0,0,0,0,2861,0,Personal services
2012-06-01,0,1,4,3,3,6,2,5,1,4,13,7216,0,0,0,0,0,0,0,0,0,0,0,229,Public administration
2012-06-01,2616,10,196,11,298,183,59,19,8,141,77,12,26696,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-06-01,3,910,9,4,39,15,8,8,0,37,14,0,0,3339,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-06-01,104,9,1279,6,341,319,98,25,8,243,83,3,0,0,19442,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-06-01,1,0,12,167,28,12,8,4,0,16,5,0,0,0,0,1329,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-06-01,132,34,293,28,4516,272,151,38,12,449,183,11,0,0,0,0,34119,0,0,0,0,0,0,0,Unemployment from Construction
2012-06-01,126,17,291,18,293,2631,197,86,17,427,265,9,0,0,0,0,0,41866,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-06-01,52,18,91,10,168,189,1259,43,11,208,88,9,0,0,0,0,0,0,16139,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-06-01,22,5,36,6,53,72,43,498,5,104,63,3,0,0,0,0,0,0,0,8967,0,0,0,0,Unemployment from Financial intermediation
2012-06-01,5,0,6,1,28,21,9,7,90,13,17,1,0,0,0,0,0,0,0,0,1886,0,0,0,Unemployment from Real estate and housing services
2012-06-01,96,37,251,7,496,473,211,107,15,2136,328,18,0,0,0,0,0,0,0,0,0,32563,0,0,Unemployment from Business services
2012-06-01,53,5,96,2,206,245,119,58,13,340,1585,24,0,0,0,0,0,0,0,0,0,0,30263,0,Unemployment from Personal services
2012-06-01,2,0,6,1,22,15,1,3,1,16,16,120,0,0,0,0,0,0,0,0,0,0,0,3174,Unemployment from Public administration
2012-06-01,231,69,548,28,544,1124,389,144,32,780,900,93,53,13,63,0,95,172,40,28,2,120,95,10,Entry
2012-07-01,25261,2,22,1,39,41,12,35,0,36,20,1,5812,0,0,0,0,0,0,0,0,0,0,0,"Agriculture, forestry and fishing"
2012-07-01,1,10130,7,0,20,8,6,17,0,24,8,0,0,406,0,0,0,0,0,0,0,0,0,0,Mining
2012-07-01,154,22,54095,7,120,148,47,98,5,135,64,3,0,0,4828,0,0,0,0,0,0,0,0,0,Manufacturing
2012-07-01,0,1,3,4505,11,3,3,6,0,12,2,1,0,0,0,235,0,0,0,0,0,0,0,0,"Electricity, gas, water and waste management"
2012-07-01,27,27,120,25,61604,102,54,106,20,250,64,5,0,0,0,0,8260,0,0,0,0,0,0,0,Construction
2012-07-01,47,15,112,5,113,94581,74,167,10,192,117,2,0,0,0,0,0,12292,0,0,0,0,0,0,"Wholesale and retail trade, accommodation and food services"
2012-07-01,16,14,33,6,68,93,46732,108,5,93,72,2,0,0,0,0,0,0,5591,0,0,0,0,0,"Transport, communications and information services"
2012-07-01,51,41,114,7,120,164,98,19188,23,157,194,4,0,0,0,0,0,0,0,845,0,0,0,0,Financial intermediation
2012-07-01,0,9,3,0,23,10,3,8,4079,11,13,0,0,0,0,0,0,0,0,0,284,0,0,0,Real estate and housing services
2012-07-01,73,40,449,19,257,243,179,188,16,67106,267,4,0,0,0,0,0,0,0,0,0,6609,0,0,Business services
2012-07-01,25,10,63,11,129,130,103,157,12,221,72603,13,0,0,0,0,0,0,0,0,0,0,7062,0,Personal services
2012-07-01,1,0,0,6,6,10,2,4,0,9,16,6326,0,0,0,0,0,0,0,0,0,0,0,1178,Public administration
2012-07-01,2952,7,161,5,226,179,59,15,3,123,60,8,26365,0,0,0,0,0,0,0,0,0,0,0,"Unemployment from Agriculture, forestry and fishing"
2012-07-01,4,2284,13,0,41,17,13,7,0,50,8,0,0,1501,0,0,0,0,0,0,0,0,0,0,Unemployment from Mining
2012-07-01,106,32,2771,9,301,286,82,31,11,238,83,8,0,0,18500,0,0,0,0,0,0,0,0,0,Unemployment from Manufacturing
2012-07-01,4,4,9,423,24,10,7,8,2,24,6,0,0,0,0,998,0,0,0,0,0,0,0,0,"Unemployment from Electricity, gas, water and waste management"
2012-07-01,156,74,277,25,5195,232,143,35,18,464,130,9,0,0,0,0,34352,0,0,0,0,0,0,0,Unemployment from Construction
2012-07-01,153,20,269,12,297,4954,186,72,23,425,227,13,0,0,0,0,0,40607,0,0,0,0,0,0,"Unemployment from Wholesale and retail trade, accommodation and food services"
2012-07-01,34,19,86,7,136,182,2508,42,5,194,73,2,0,0,0,0,0,0,15139,0,0,0,0,0,"Unemployment from Transport, communications and information services"
2012-07-01,21,19,30,10,41,87,49,2669,4,125,52,4,0,0,0,0,0,0,0,6905,0,0,0,0,Unemployment from Financial intermediation
2012-07-01,3,5,3,0,35,23,7,12,259,20,10,2,0,0,0,0,0,0,0,0,1689,0,0,0,Unemployment from Real estate and housing services
2012-07-01,115,67,235,23,497,465,226,108,18,4731,266,12,0,0,0,0,0,0,0,0,0,30501,0,0,Unemployment from Business services
2012-07-01,59,18,125,6,195,244,94,72,14,283,2399,30,0,0,0,0,0,0,0,0,0,0,29659,0,Unemployment from Personal services
2012-07-01,8,2,3,2,22,16,0,6,1,12,15,169,0,0,0,0,0,0,0,0,0,0,0,3154,Unemployment from Public administration
2012-07-01,205,85,436,29,502,1003,345,143,38,723,733,64,61,1,81,6,130,232,76,19,5,122,164,17,Entry
